patch_id,source_image_id,split,original_image_height,original_image_width,patch_row,patch_col,patch_height,patch_width,glacier_pixel_count,background_pixel_count,glacier_percentage,kept_or_filtered,padding_applied,padding_bottom,padding_right,padding_pixels,mean_B2,std_B2,mean_B3,std_B3,mean_B4,std_B4,mean_B8,std_B8,mean_B11,std_B11,mean_B12,std_B12,mean_NDVI,std_NDVI,mean_NDWI,std_NDWI,mean_NDSI,std_NDSI,mean_Elev,std_Elev,mean_Slope,std_Slope,mean_Aspect,std_Aspect
0168_r0064_c0064,0168,test,118,122,64,64,64,64,0,4096,0.0,filtered,True,10,6,1988,0.132021,0.037637,0.15266,0.040331,0.1719,0.042117,0.266543,0.029225,0.31864,0.042416,0.259339,0.046491,0.224872,0.083955,-0.282268,0.092147,-0.35882,0.107563,4571.595703,24.640251,10.24597,8.188101,244.376923,121.352943
0172_r0000_c0000,0172,test,94,69,0,0,64,64,842,3254,20.5566,kept,True,2,27,2730,0.307159,0.103009,0.311895,0.09497,0.318423,0.090183,0.335067,0.080881,0.271943,0.035941,0.249439,0.032422,0.031428,0.037512,-0.045395,0.051919,0.04691,0.167498,5042.202148,71.17408,31.155033,11.020873,215.006805,56.061436
0172_r0000_c0032,0172,test,94,69,0,32,64,64,574,3522,14.0137,kept,True,2,27,2730,0.389625,0.079346,0.389095,0.072936,0.392471,0.069268,0.399641,0.064347,0.275417,0.034122,0.253177,0.029667,0.010455,0.016067,-0.015936,0.023166,0.164251,0.100427,5062.733398,60.879635,29.829655,10.740362,223.338379,42.043705
0172_r0032_c0000,0172,test,94,69,32,0,64,64,848,3248,20.7031,kept,True,2,27,2730,0.254887,0.091652,0.262556,0.08553,0.27158,0.081607,0.308447,0.063593,0.270637,0.027042,0.241536,0.029736,0.074271,0.07884,-0.094879,0.092007,-0.03717,0.167221,4929.836914,83.29615,28.216618,9.276714,207.173889,37.987
0172_r0032_c0032,0172,test,94,69,32,32,64,64,546,3550,13.3301,kept,True,2,27,2730,0.334071,0.066902,0.336349,0.062633,0.34232,0.059775,0.364043,0.048628,0.280117,0.030587,0.254446,0.028925,0.034207,0.03605,-0.044148,0.043046,0.084137,0.110822,4969.107422,82.53389,31.37698,7.787865,229.969742,26.915829
0175_r0000_c0000,0175,test,80,69,0,0,64,64,746,3350,18.2129,kept,True,16,27,3696,0.312885,0.081194,0.330965,0.07249,0.343669,0.066941,0.347718,0.060886,0.310193,0.029331,0.291937,0.026512,0.007401,0.018109,-0.028375,0.030471,0.022009,0.118752,5348.427246,95.128792,30.360353,13.775729,182.100311,53.675522
0175_r0000_c0032,0175,test,80,69,0,32,64,64,495,3601,12.085,kept,True,16,27,3696,0.357669,0.081916,0.369365,0.07543,0.377965,0.070928,0.379776,0.065105,0.31307,0.028737,0.29675,0.027344,0.003469,0.016375,-0.016377,0.024213,0.073214,0.095985,5343.488281,62.405697,29.656063,12.406742,214.19104,53.919426
0175_r0032_c0000,0175,test,80,69,32,0,64,64,570,3526,13.916,kept,True,16,27,3696,0.310604,0.075665,0.322563,0.068391,0.331461,0.06422,0.339261,0.05771,0.309091,0.031406,0.29037,0.029889,0.013398,0.02486,-0.028547,0.034048,0.013913,0.107524,5262.761719,48.168842,22.613098,13.076647,221.227707,57.067703
0175_r0032_c0032,0175,test,80,69,32,32,64,64,325,3771,7.9346,kept,True,16,27,3696,0.334828,0.084162,0.342351,0.08092,0.348129,0.078761,0.352946,0.071417,0.303112,0.032565,0.289758,0.032734,0.009458,0.02388,-0.01898,0.028554,0.04953,0.108814,5302.992676,39.562447,27.541582,10.27932,229.863068,59.937424
0176_r0000_c0000,0176,test,88,87,0,0,64,64,978,3118,23.877,kept,True,8,9,1560,0.235305,0.057308,0.257875,0.050445,0.273425,0.047347,0.289156,0.045874,0.308018,0.031548,0.28818,0.026523,0.028264,0.02324,-0.058288,0.031862,-0.090419,0.091621,5272.712891,86.034607,27.825691,14.709214,183.806305,50.597439
0176_r0000_c0032,0176,test,88,87,0,32,64,64,836,3260,20.4102,kept,True,8,9,1560,0.292259,0.072589,0.305777,0.065489,0.31601,0.061727,0.3308,0.051555,0.312828,0.029555,0.290468,0.027509,0.026125,0.035896,-0.044056,0.042444,-0.018833,0.11211,5249.433105,41.607006,21.193233,12.332364,208.800919,56.238026
0176_r0032_c0000,0176,test,88,87,32,0,64,64,910,3186,22.2168,kept,True,8,9,1560,0.224134,0.060227,0.241054,0.053522,0.254466,0.049803,0.283612,0.048205,0.307645,0.03093,0.282829,0.027371,0.054713,0.049065,-0.083387,0.057388,-0.125498,0.108679,5189.105469,59.64278,23.135426,12.984209,205.85202,59.303379
0176_r0032_c0032,0176,test,88,87,32,32,64,64,714,3382,17.4316,kept,True,8,9,1560,0.238118,0.075777,0.249624,0.07008,0.260322,0.065231,0.298955,0.048109,0.311897,0.030333,0.277575,0.02687,0.077226,0.061431,-0.101728,0.076677,-0.124136,0.150963,5207.994141,44.085106,22.086063,9.680535,203.865646,64.351585
0184_r0000_c0000,0184,test,82,103,0,0,64,64,1222,2874,29.834,kept,True,14,25,3842,0.330648,0.037289,0.330038,0.035066,0.335656,0.0336,0.376035,0.028845,0.29442,0.018762,0.239885,0.0168,0.056895,0.023813,-0.065473,0.025892,0.054258,0.064649,5120.774902,37.38966,11.483196,5.368098,63.698654,34.206974
0184_r0000_c0032,0184,test,82,103,0,32,64,64,1438,2658,35.1074,kept,True,14,25,3842,0.308922,0.045577,0.310227,0.042735,0.316922,0.04009,0.363531,0.031141,0.302083,0.022069,0.246368,0.021692,0.070143,0.029649,-0.081396,0.03387,0.009687,0.083006,5069.134277,40.773174,12.071791,5.771095,60.85524,26.461109
0184_r0000_c0064,0184,test,82,103,0,64,64,64,382,3714,9.3262,kept,True,14,25,3842,0.283748,0.050115,0.288194,0.047105,0.296776,0.043604,0.347552,0.027841,0.316053,0.022564,0.259077,0.023379,0.082055,0.03977,-0.097647,0.045588,-0.050515,0.091312,5033.53125,26.807562,10.783251,5.807066,70.58934,35.797424
0184_r0032_c0000,0184,test,82,103,32,0,64,64,890,3206,21.7285,kept,True,14,25,3842,0.34605,0.048644,0.345411,0.04605,0.350855,0.044065,0.382381,0.036031,0.300539,0.020459,0.249077,0.018728,0.044516,0.029505,-0.052833,0.032047,0.065463,0.071955,5150.772949,23.955702,8.720795,5.248497,85.107872,70.70636
0184_r0032_c0032,0184,test,82,103,32,32,64,64,1159,2937,28.2959,kept,True,14,25,3842,0.295971,0.053644,0.298071,0.050191,0.30634,0.047244,0.352293,0.03753,0.307287,0.021304,0.253269,0.020388,0.072836,0.034057,-0.087561,0.03963,-0.020958,0.100098,5107.907227,36.134598,11.793036,6.272491,64.466362,25.670757
0184_r0032_c0064,0184,test,82,103,32,64,64,64,381,3715,9.3018,kept,True,14,25,3842,0.263261,0.042236,0.268229,0.039019,0.278634,0.035971,0.330987,0.027103,0.321996,0.020244,0.268383,0.018803,0.088111,0.031513,-0.107923,0.037641,-0.094539,0.07976,5071.791504,32.512112,14.433793,5.932677,59.77763,24.910728
0206_r0000_c0000,0206,test,73,75,0,0,64,64,791,3305,19.3115,kept,True,23,21,3741,0.129485,0.020529,0.151617,0.023066,0.165571,0.022489,0.227874,0.042581,0.274094,0.070369,0.233554,0.056829,0.149816,0.100449,-0.191921,0.135941,-0.256889,0.226377,5150.627441,31.503946,11.225479,6.366566,116.67218,116.676018
0206_r0000_c0032,0206,test,73,75,0,32,64,64,504,3592,12.3047,kept,True,23,21,3741,0.134274,0.024082,0.157793,0.027842,0.170118,0.028864,0.232392,0.047417,0.269456,0.081426,0.227047,0.063995,0.145671,0.1088,-0.181291,0.155523,-0.222191,0.259665,5133.55957,21.265366,7.640337,4.434231,148.273499,128.706131
0206_r0032_c0000,0206,test,73,75,32,0,64,64,442,3654,10.791,kept,True,23,21,3741,0.114879,0.014904,0.136629,0.013789,0.156556,0.012226,0.234537,0.026345,0.293256,0.027661,0.245565,0.023633,0.195318,0.06086,-0.259323,0.071204,-0.357898,0.07626,5178.436523,23.839729,12.469193,5.460418,107.053284,100.645432
0206_r0032_c0032,0206,test,73,75,32,32,64,64,245,3851,5.9814,kept,True,23,21,3741,0.115845,0.026977,0.137893,0.024581,0.158198,0.016605,0.238678,0.019484,0.301649,0.034675,0.247586,0.028807,0.202978,0.057816,-0.270596,0.076967,-0.370166,0.133251,5152.448242,17.475727,11.170677,4.765055,111.015427,86.829895
0213_r0000_c0000,0213,test,70,60,0,0,64,64,459,3637,11.2061,kept,True,26,4,1944,0.618336,0.16169,0.61554,0.153612,0.612638,0.14663,0.585502,0.12567,0.179701,0.062344,0.173922,0.053669,-0.018056,0.02597,0.018202,0.037427,0.521921,0.227461,5146.167969,92.179039,28.637575,16.108566,134.916718,112.572052
0213_r0032_c0000,0213,test,70,60,32,0,64,64,305,3791,7.4463,kept,True,26,4,1944,0.684815,0.153286,0.678397,0.147869,0.670482,0.143526,0.633222,0.126999,0.154236,0.051385,0.1532,0.04399,-0.026078,0.017631,0.031062,0.024252,0.606398,0.181603,5194.265625,97.06562,33.313286,12.880641,103.350327,113.838959
0228_r0000_c0000,0228,test,148,140,0,0,64,64,334,3762,8.1543,kept,True,12,20,4880,0.097702,0.03147,0.115782,0.029131,0.137027,0.027628,0.263555,0.028531,0.294239,0.032205,0.21833,0.02698,0.311002,0.0936,-0.384015,0.113918,-0.426756,0.124196,4629.143555,5.686869,4.534882,4.836624,203.755707,96.64296
0228_r0000_c0032,0228,test,148,140,0,32,64,64,1570,2526,38.3301,kept,True,12,20,4880,0.111355,0.044499,0.126184,0.04075,0.143447,0.036567,0.248972,0.028046,0.27068,0.030339,0.206716,0.02755,0.270793,0.11664,-0.331802,0.141579,-0.364952,0.155558,4640.913086,19.868982,7.522938,6.910389,223.142029,100.177422
0228_r0000_c0064,0228,test,148,140,0,64,64,64,1742,2354,42.5293,kept,True,12,20,4880,0.144535,0.056916,0.155022,0.052537,0.166574,0.047896,0.252553,0.029073,0.253604,0.026289,0.200499,0.026518,0.213604,0.115648,-0.251805,0.137216,-0.25104,0.173348,4670.939453,29.319586,11.928883,7.104477,252.583405,93.613075
0228_r0000_c0096,0228,test,148,140,0,96,64,64,506,3590,12.3535,kept,True,12,20,4880,0.174329,0.076639,0.18398,0.071415,0.193944,0.067065,0.271338,0.039902,0.251559,0.026756,0.202252,0.023953,0.183067,0.109991,-0.213369,0.1288,-0.176215,0.197131,4704.124023,23.428749,13.761733,7.171312,250.062576,84.73484
0228_r0032_c0000,0228,test,148,140,32,0,64,64,1277,2819,31.1768,kept,True,12,20,4880,0.159844,0.06651,0.169863,0.059846,0.182971,0.054484,0.278901,0.03657,0.296245,0.03327,0.230519,0.036,0.221443,0.102715,-0.262944,0.12776,-0.289366,0.148552,4665.13623,48.292122,13.563791,10.452492,258.95105,118.866005
0228_r0032_c0032,0228,test,148,140,32,32,64,64,3240,856,79.1016,kept,True,12,20,4880,0.205764,0.092129,0.209959,0.08206,0.218224,0.074015,0.286346,0.048646,0.283719,0.037465,0.232849,0.041808,0.155247,0.116999,-0.183157,0.146979,-0.178988,0.189507,4701.01709,71.515533,19.77179,12.260326,272.074524,115.934647
0228_r0032_c0064,0228,test,148,140,32,64,64,64,2684,1412,65.5273,kept,True,12,20,4880,0.261285,0.115867,0.259578,0.104733,0.261975,0.097603,0.308024,0.071552,0.256151,0.036696,0.217726,0.035251,0.10212,0.104124,-0.113358,0.125001,-0.030306,0.225964,4741.675781,75.925987,23.379168,11.574594,257.817139,130.73558
0228_r0032_c0096,0228,test,148,140,32,96,64,64,696,3400,16.9922,kept,True,12,20,4880,0.317902,0.146301,0.314611,0.133031,0.315996,0.125009,0.351312,0.091325,0.235027,0.029786,0.200723,0.021945,0.079676,0.106313,-0.08908,0.12782,0.091943,0.271099,4763.823242,68.985039,22.484081,11.415291,208.99176,144.782013
0228_r0064_c0000,0228,test,148,140,64,0,64,64,1713,2383,41.8213,kept,True,12,20,4880,0.211095,0.047089,0.217244,0.04288,0.227079,0.040525,0.299941,0.03886,0.311781,0.037735,0.255726,0.039172,0.139225,0.067047,-0.161827,0.077697,-0.179978,0.10251,4756.491699,80.22979,22.305565,8.170026,310.64975,65.720131
0228_r0064_c0032,0228,test,148,140,64,32,64,64,3298,798,80.5176,kept,True,12,20,4880,0.270023,0.057379,0.269011,0.051401,0.272494,0.04805,0.314767,0.041961,0.300903,0.04241,0.261562,0.043712,0.075217,0.045205,-0.083024,0.053548,-0.059936,0.110463,4838.381836,113.246086,29.889729,6.655567,312.384369,67.871246
0228_r0064_c0064,0228,test,148,140,64,64,64,64,2084,2012,50.8789,kept,True,12,20,4880,0.32324,0.086976,0.316701,0.076927,0.315918,0.071868,0.339425,0.064383,0.262457,0.053926,0.231394,0.048149,0.039702,0.033616,-0.040824,0.046776,0.086449,0.175896,4912.154297,131.562912,33.61618,8.722458,257.496063,131.784698
0228_r0064_c0096,0228,test,148,140,64,96,64,64,246,3850,6.0059,kept,True,12,20,4880,0.391819,0.110888,0.379485,0.098816,0.375206,0.093097,0.384209,0.084393,0.215133,0.049138,0.193035,0.042369,0.015933,0.026475,-0.012697,0.040776,0.262175,0.190972,4939.200195,138.701096,34.923668,10.350091,184.364624,159.492371
0228_r0096_c0000,0228,test,148,140,96,0,64,64,770,3326,18.7988,kept,True,12,20,4880,0.161803,0.061197,0.176474,0.054197,0.190989,0.050757,0.263012,0.051106,0.305143,0.03263,0.256026,0.031753,0.161566,0.080961,-0.20342,0.099142,-0.2751,0.139734,4807.235352,69.131905,25.570507,11.062818,265.577881,51.223408
0228_r0096_c0032,0228,test,148,140,96,32,64,64,1397,2699,34.1064,kept,True,12,20,4880,0.201095,0.078188,0.21251,0.067716,0.223282,0.062022,0.268677,0.057115,0.2921,0.041201,0.256153,0.039635,0.099797,0.058624,-0.130086,0.077928,-0.173258,0.16368,4928.171875,86.925743,30.673904,11.434609,272.682251,52.055672
0228_r0096_c0064,0228,test,148,140,96,64,64,64,911,3185,22.2412,kept,True,12,20,4880,0.240563,0.088184,0.247415,0.075102,0.255221,0.067606,0.285311,0.061026,0.268416,0.050077,0.239065,0.044842,0.061638,0.045554,-0.082804,0.066012,-0.053056,0.19642,5035.21875,63.769165,27.870213,14.391626,252.533783,89.817596
0228_r0096_c0096,0228,test,148,140,96,96,64,64,56,4040,1.3672,kept,True,12,20,4880,0.276029,0.117982,0.278761,0.099734,0.283721,0.089439,0.300682,0.080948,0.238968,0.06067,0.218763,0.055697,0.035935,0.033642,-0.052443,0.059605,0.057194,0.266106,5087.186523,67.418167,31.606249,14.828067,217.706512,116.129112
0230_r0000_c0000,0230,test,120,133,0,0,64,64,1214,2882,29.6387,kept,True,8,27,4520,0.188426,0.052236,0.199853,0.048599,0.213226,0.044304,0.280665,0.038604,0.335434,0.037636,0.28817,0.040753,0.136896,0.075156,-0.170496,0.097154,-0.253873,0.112582,4703.168945,83.587776,22.051235,11.683976,310.30957,63.436359
0230_r0000_c0032,0230,test,120,133,0,32,64,64,1907,2189,46.5576,kept,True,8,27,4520,0.230387,0.069373,0.233269,0.061502,0.23813,0.056916,0.280468,0.045987,0.307495,0.040081,0.278401,0.046032,0.086828,0.063528,-0.09996,0.08241,-0.144597,0.138119,4766.382812,116.467361,29.025352,12.313986,278.156708,115.084198
0230_r0000_c0064,0230,test,120,133,0,64,64,64,1212,2884,29.5898,kept,True,8,27,4520,0.246593,0.067263,0.244985,0.058873,0.247646,0.054402,0.297675,0.040435,0.283302,0.034851,0.242249,0.036671,0.098616,0.074095,-0.106503,0.088842,-0.081521,0.140987,4821.208984,108.061043,29.485407,11.149876,236.500092,136.729752
0230_r0000_c0096,0230,test,120,133,0,96,64,64,318,3778,7.7637,kept,True,8,27,4520,0.24138,0.057996,0.242634,0.051168,0.248463,0.046537,0.306846,0.02988,0.276893,0.035014,0.224438,0.031464,0.111357,0.075433,-0.125292,0.088534,-0.072283,0.138129,4848.964355,72.741165,25.004013,10.257537,225.08725,128.441071
0230_r0032_c0000,0230,test,120,133,32,0,64,64,2106,1990,51.416,kept,True,8,27,4520,0.226679,0.043167,0.23602,0.041348,0.24875,0.03822,0.31108,0.026581,0.35087,0.032632,0.305826,0.033864,0.112793,0.069737,-0.139615,0.085009,-0.19624,0.097749,4839.120117,105.442879,29.573719,6.20641,315.651917,35.87706
0230_r0032_c0032,0230,test,120,133,32,32,64,64,3247,849,79.2725,kept,True,8,27,4520,0.2823,0.041802,0.28458,0.038541,0.289559,0.039321,0.318468,0.035364,0.318238,0.0461,0.295458,0.046358,0.049045,0.031118,-0.057645,0.034304,-0.054476,0.106417,4953.746582,129.685974,35.598465,5.381629,260.689484,119.951553
0230_r0032_c0064,0230,test,120,133,32,64,64,64,1582,2514,38.623,kept,True,8,27,4520,0.291919,0.045297,0.290125,0.042359,0.293047,0.04226,0.32028,0.03748,0.279402,0.041632,0.250701,0.041426,0.04612,0.030325,-0.051294,0.033203,0.018781,0.099927,4993.082031,109.545273,33.221249,8.883406,162.92215,143.987549
0230_r0032_c0096,0230,test,120,133,32,96,64,64,210,3886,5.127,kept,True,8,27,4520,0.268282,0.051517,0.269335,0.046575,0.274404,0.043486,0.307656,0.035598,0.266832,0.034584,0.230443,0.033259,0.059869,0.040405,-0.070385,0.048806,0.001445,0.117991,4964.163086,76.600922,27.43894,9.648147,113.611786,117.338875
0230_r0064_c0000,0230,test,120,133,64,0,64,64,995,3101,24.292,kept,True,8,27,4520,0.200636,0.056889,0.214533,0.051211,0.228573,0.048196,0.282276,0.047829,0.323264,0.043526,0.291829,0.034536,0.106234,0.071417,-0.139585,0.088113,-0.204581,0.118102,4935.936035,90.288132,28.507463,9.113365,293.277283,38.526115
0230_r0064_c0032,0230,test,120,133,64,32,64,64,1608,2488,39.2578,kept,True,8,27,4520,0.245846,0.074594,0.25669,0.065867,0.268214,0.060301,0.304838,0.046549,0.306929,0.045878,0.282577,0.046471,0.070978,0.059766,-0.096905,0.078901,-0.098826,0.161439,5077.488281,94.645012,32.18877,7.192494,241.006561,93.583862
0230_r0064_c0064,0230,test,120,133,64,64,64,64,643,3453,15.6982,kept,True,8,27,4520,0.287955,0.072969,0.293474,0.065713,0.301961,0.060269,0.329779,0.044902,0.27467,0.041073,0.249155,0.039579,0.050206,0.053513,-0.067578,0.071023,0.024206,0.161934,5113.196289,63.761509,27.376745,8.050473,128.983856,107.533646
0230_r0064_c0096,0230,test,120,133,64,96,64,64,0,4096,0.0,kept,True,8,27,4520,0.301914,0.061295,0.30543,0.057429,0.31219,0.054758,0.335223,0.045099,0.260048,0.024878,0.235056,0.0243,0.039173,0.036251,-0.05143,0.044427,0.072153,0.123932,5061.003906,56.533089,24.594717,8.424429,61.029434,29.882845
0231_r0000_c0000,0231,test,132,160,0,0,64,64,1121,2975,27.3682,kept,True,28,0,4480,0.175245,0.039298,0.187189,0.034744,0.199755,0.032568,0.266722,0.036234,0.30564,0.041695,0.269232,0.037015,0.139314,0.079423,-0.171191,0.091638,-0.233101,0.120808,4872.884766,70.956749,24.861256,7.804796,275.096741,84.162613
0231_r0000_c0032,0231,test,132,160,0,32,64,64,1513,2583,36.9385,kept,True,28,0,4480,0.196547,0.056768,0.210103,0.050762,0.222843,0.047665,0.266579,0.045906,0.29913,0.04052,0.277541,0.036398,0.089937,0.068096,-0.121121,0.084186,-0.176907,0.131082,4976.310547,76.893951,26.59626,9.963366,263.782135,86.294746
0231_r0000_c0064,0231,test,132,160,0,64,64,64,1126,2970,27.4902,kept,True,28,0,4480,0.219085,0.072301,0.232962,0.064015,0.246195,0.059132,0.281008,0.051284,0.288019,0.042439,0.266727,0.041502,0.070918,0.054675,-0.102098,0.072017,-0.114909,0.158881,5095.487793,80.10289,28.638531,9.404173,236.834122,84.478745
0231_r0000_c0096,0231,test,132,160,0,96,64,64,671,3425,16.3818,kept,True,28,0,4480,0.285497,0.104023,0.293068,0.094515,0.302795,0.088242,0.326425,0.07303,0.260232,0.037499,0.237362,0.03379,0.045716,0.052805,-0.067132,0.071936,0.036235,0.210325,5130.895508,57.873722,26.224941,8.54837,131.407623,98.405792
0231_r0032_c0000,0231,test,132,160,32,0,64,64,766,3330,18.7012,kept,True,28,0,4480,0.206479,0.057204,0.215417,0.053096,0.223942,0.050828,0.270871,0.040007,0.3041,0.038497,0.2852,0.047364,0.099478,0.080957,-0.120183,0.088303,-0.175236,0.132604,4956.870605,90.716286,27.157124,7.990358,264.421875,99.754601
0231_r0032_c0032,0231,test,132,160,32,32,64,64,1809,2287,44.165,kept,True,28,0,4480,0.25039,0.090857,0.258849,0.08324,0.267184,0.079643,0.291691,0.071424,0.288334,0.044917,0.275578,0.045353,0.050109,0.04193,-0.069465,0.056257,-0.070016,0.173283,5029.864258,77.399666,27.637768,11.013594,214.933334,132.722549
0231_r0032_c0064,0231,test,132,160,32,64,64,64,2685,1411,65.5518,kept,True,28,0,4480,0.254579,0.10357,0.265458,0.093777,0.276273,0.08818,0.300147,0.074982,0.272056,0.043452,0.253448,0.037517,0.051038,0.053816,-0.076779,0.074582,-0.035218,0.204064,5092.226074,69.356918,25.34096,11.325983,227.783371,108.28315
0231_r0032_c0096,0231,test,132,160,32,96,64,64,2052,2044,50.0977,kept,True,28,0,4480,0.313443,0.119843,0.320566,0.110142,0.329219,0.104017,0.343416,0.087902,0.247616,0.042062,0.229544,0.036981,0.030748,0.049827,-0.049699,0.069486,0.098951,0.233794,5149.230957,38.164944,20.290386,10.064519,195.165588,109.835152
0231_r0064_c0000,0231,test,132,160,64,0,64,64,9,4087,0.2197,kept,True,28,0,4480,0.25724,0.069359,0.265731,0.064047,0.273723,0.062167,0.301113,0.052478,0.320477,0.036418,0.310109,0.042586,0.051268,0.051729,-0.067045,0.057994,-0.098795,0.138801,5056.356445,108.587776,31.226517,4.716465,286.783539,62.697243
0231_r0064_c0032,0231,test,132,160,64,32,64,64,640,3456,15.625,kept,True,28,0,4480,0.379594,0.135197,0.378987,0.125831,0.381942,0.120072,0.390271,0.103643,0.289027,0.050413,0.268986,0.050616,0.017196,0.029278,-0.023624,0.04003,0.111849,0.201409,5157.729492,94.970612,31.211201,7.594692,211.472534,138.791245
0231_r0064_c0064,0231,test,132,160,64,64,64,64,2057,2039,50.2197,kept,True,28,0,4480,0.437112,0.142004,0.43208,0.132207,0.432267,0.12606,0.429982,0.109971,0.247017,0.045827,0.229949,0.039243,0.002604,0.025802,-0.005163,0.035488,0.248613,0.186439,5173.864258,84.398338,25.742332,10.668182,177.184372,149.050735
0231_r0064_c0096,0231,test,132,160,64,96,64,64,1874,2222,45.752,kept,True,28,0,4480,0.432143,0.125857,0.426741,0.114943,0.426089,0.107867,0.421224,0.093418,0.214393,0.048938,0.202102,0.043865,-0.001536,0.024929,-0.000181,0.036544,0.311521,0.204176,5186.141113,50.272449,19.51145,10.34322,224.549042,131.28595
0231_r0096_c0000,0231,test,132,160,96,0,64,64,0,4096,0.0,filtered,True,28,0,4480,0.284369,0.062405,0.292259,0.056732,0.300411,0.054624,0.320997,0.049447,0.319352,0.037839,0.307895,0.041382,0.034072,0.022928,-0.048396,0.028455,-0.046075,0.122177,5114.189453,102.631149,31.83917,3.919881,301.066498,17.295187
0231_r0096_c0032,0231,test,132,160,96,32,64,64,96,4000,2.3438,kept,True,28,0,4480,0.434123,0.145724,0.430273,0.134717,0.431107,0.126975,0.431046,0.10849,0.279452,0.051912,0.256709,0.049578,0.005798,0.028158,-0.009744,0.040147,0.189539,0.206464,5243.937988,72.148529,31.798317,6.071517,241.463776,122.438698
0231_r0096_c0064,0231,test,132,160,96,64,64,64,498,3598,12.1582,kept,True,28,0,4480,0.544563,0.106438,0.530145,0.10071,0.523449,0.097777,0.505754,0.088079,0.221763,0.043878,0.205563,0.035892,-0.015888,0.016805,0.021817,0.024211,0.404282,0.117819,5256.666992,63.51033,29.953327,9.479367,144.703064,154.585312
0231_r0096_c0096,0231,test,132,160,96,96,64,64,493,3603,12.0361,kept,True,28,0,4480,0.524945,0.089316,0.507731,0.082728,0.498052,0.080098,0.478898,0.073429,0.181109,0.040808,0.172291,0.034601,-0.018923,0.017497,0.028178,0.028257,0.470356,0.121815,5234.020508,50.159756,27.319071,11.021996,207.474182,157.723328
0234_r0000_c0000,0234,test,98,110,0,0,64,64,1565,2531,38.208,kept,True,30,18,5604,0.178286,0.061201,0.192493,0.055121,0.203718,0.051396,0.258377,0.04348,0.299135,0.030259,0.268458,0.032868,0.122543,0.081264,-0.153262,0.097146,-0.223956,0.125866,4695.253906,67.471764,20.402739,9.60484,295.20282,60.975754
0234_r0000_c0032,0234,test,98,110,0,32,64,64,2028,2068,49.5117,kept,True,30,18,5604,0.185394,0.077211,0.197865,0.0681,0.20667,0.062455,0.25014,0.052466,0.288347,0.033692,0.270664,0.032558,0.103934,0.087761,-0.130669,0.106911,-0.202076,0.163608,4773.347168,71.207184,26.572531,11.558964,265.918518,92.556175
0234_r0000_c0064,0234,test,98,110,0,64,64,64,718,3378,17.5293,kept,True,30,18,5604,0.168848,0.076629,0.183734,0.067637,0.194497,0.061517,0.242478,0.048451,0.283977,0.028837,0.263337,0.030119,0.121157,0.102057,-0.15559,0.122829,-0.234502,0.17618,4826.259766,56.505375,27.509193,13.399413,199.81633,114.585129
0234_r0032_c0000,0234,test,98,110,32,0,64,64,1570,2526,38.3301,kept,True,30,18,5604,0.233291,0.059025,0.240049,0.05616,0.246918,0.053998,0.300808,0.04414,0.314599,0.029023,0.282672,0.038365,0.102528,0.066188,-0.117815,0.07452,-0.14166,0.103658,4792.961914,101.645737,26.818241,9.080071,307.260132,48.172413
0234_r0032_c0032,0234,test,98,110,32,32,64,64,2204,1892,53.8086,kept,True,30,18,5604,0.272245,0.07621,0.273764,0.070298,0.275856,0.067148,0.303756,0.060128,0.293648,0.047696,0.281358,0.045428,0.053238,0.053045,-0.059016,0.063826,-0.04449,0.161972,4892.986816,114.080818,32.540329,9.418464,257.750702,121.450279
0234_r0032_c0064,0234,test,98,110,32,64,64,64,880,3216,21.4844,kept,True,30,18,5604,0.276923,0.109344,0.277181,0.099186,0.278957,0.091739,0.303376,0.072158,0.26996,0.040977,0.25534,0.037317,0.055282,0.079575,-0.064047,0.101283,-0.013471,0.224919,4920.657227,103.947502,29.59832,11.9683,190.933365,151.847977
0234_r0064_c0000,0234,test,98,110,64,0,64,64,306,3790,7.4707,kept,True,30,18,5604,0.243745,0.064693,0.249583,0.061622,0.2564,0.058747,0.320938,0.034507,0.322082,0.024714,0.288209,0.040717,0.118455,0.078156,-0.133196,0.087012,-0.134457,0.10915,4856.672852,97.075706,29.347258,6.461024,301.119263,21.033798
0234_r0064_c0032,0234,test,98,110,64,32,64,64,506,3590,12.3535,kept,True,30,18,5604,0.305561,0.070016,0.305775,0.063867,0.307595,0.06039,0.333133,0.050973,0.295292,0.054766,0.28437,0.052252,0.043495,0.048817,-0.047888,0.058496,0.015137,0.156314,4987.816406,74.75312,34.386581,6.85375,238.079102,115.827866
0234_r0064_c0064,0234,test,98,110,64,64,64,64,200,3896,4.8828,kept,True,30,18,5604,0.346014,0.102677,0.340757,0.092541,0.339019,0.085662,0.347504,0.072487,0.256627,0.044167,0.246794,0.038908,0.018083,0.038476,-0.018439,0.053474,0.125348,0.19121,5016.275391,52.172935,31.896576,8.412884,200.809525,145.862595
0237_r0000_c0000,0237,test,77,68,0,0,64,64,497,3599,12.1338,kept,True,19,28,3980,0.346518,0.150752,0.345343,0.136391,0.34631,0.126595,0.363898,0.097861,0.222993,0.043884,0.205527,0.034072,0.043539,0.085031,-0.052447,0.10897,0.170134,0.284933,4945.369141,72.866989,26.21785,10.169477,239.012024,109.536873
